RESOURCE,count,mean,std,normality_p_value,Normality,kruskal_p_value,KRUSKAL,LC_p_value,LCresult
STEP_009/EQP_270_F,980.0,7.71734693877551,1.837834444778839,0.0,False,3.6539709267718856e-28,False,1.0,DUMMY
STEP_009/EQP_271_A,318.0,7.5754716981132075,1.7125337540667425,0.0,False,3.6539709267718856e-28,False,1.0,DUMMY
STEP_009/EQP_271_B,287.0,7.853658536585366,1.1341082855154418,0.0,False,3.6539709267718856e-28,False,1.0,DUMMY
STEP_009/EQP_271_C,3.0,7.666666666666667,0.5773502691896257,0.0,False,3.6539709267718856e-28,False,1.0,DUMMY
STEP_009/EQP_271_D,2.0,7.0,0.0,0.0,False,3.6539709267718856e-28,False,0.13456901906719576,DUMMY
STEP_009/EQP_271_E,2.0,9.0,0.0,0.0,False,3.6539709267718856e-28,False,0.052641098807850104,DUMMY
STEP_009/EQP_272_A,401.0,7.620947630922693,1.2533794715690154,0.0,False,3.6539709267718856e-28,False,1.0,DUMMY
STEP_009/EQP_272_B,369.0,7.691056910569106,1.0993828404630297,0.0,False,3.6539709267718856e-28,False,1.0,DUMMY
STEP_009/EQP_272_C,385.0,7.735064935064935,1.26138216124613,0.0,False,3.6539709267718856e-28,False,1.0,DUMMY
STEP_009/EQP_272_D,347.0,7.654178674351585,1.3837427683309012,0.0,False,3.6539709267718856e-28,False,1.0,DUMMY
STEP_009/EQP_272_E,408.0,7.7254901960784315,1.2994564181628523,0.0,False,3.6539709267718856e-28,False,1.0,DUMMY
STEP_009/EQP_272_F,10.0,7.4,1.1737877907772671,0.0,False,3.6539709267718856e-28,False,1.0,DUMMY
STEP_009/EQP_273_A,299.0,7.769230769230769,2.4447429718162015,0.0,False,3.6539709267718856e-28,False,1.0,DUMMY
STEP_009/EQP_273_B,503.0,7.693836978131213,1.7599183330791175,0.0,False,3.6539709267718856e-28,False,1.0,DUMMY
STEP_009/EQP_273_C,518.0,7.725868725868726,1.8160435661581602,0.0,False,3.6539709267718856e-28,False,1.0,DUMMY
STEP_009/EQP_273_D,518.0,7.7992277992278,1.9683765321651525,0.0,False,3.6539709267718856e-28,False,1.0,DUMMY
STEP_009/EQP_273_E,333.0,7.846846846846847,2.1517639088070384,0.0,False,3.6539709267718856e-28,False,1.0,DUMMY
STEP_009/EQP_273_F,507.0,7.542406311637081,1.3305755718376722,0.0,False,3.6539709267718856e-28,False,1.0,DUMMY
STEP_009/EQP_274_A,421.0,7.6270783847981,2.0796355601135526,0.0,False,3.6539709267718856e-28,False,1.0,DUMMY
STEP_009/EQP_274_B,423.0,7.718676122931442,2.3575644405906573,0.0,False,3.6539709267718856e-28,False,1.0,DUMMY
